, Black and White,Color,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,duration,gross,budget,title_year,imdb_score,aspect_ratio,director_name_Barry Levinson,director_name_Brian De Palma,director_name_Chris Columbus,director_name_Clint Eastwood,director_name_Joel Schumacher,director_name_Martin Scorsese,director_name_Michael Bay,director_name_Oliver Stone,director_name_Renny Harlin,director_name_Richard Donner,director_name_Ridley Scott,director_name_Rob Reiner,director_name_Robert Rodriguez,director_name_Robert Zemeckis,director_name_Ron Howard,director_name_Shawn Levy,director_name_Spike Lee,director_name_Steven Soderbergh,director_name_Steven Spielberg,director_name_Tim Burton,director_name_Tony Scott,director_name_Woody Allen,actors_Anthony Hopkins,actors_Bill Murray,actors_Brad Pitt,actors_Bruce Willis,actors_Christian Bale,actors_Denzel Washington,actors_Harrison Ford,actors_J.K. Simmons,actors_Jim Broadbent,actors_Johnny Depp,actors_Julia Roberts,actors_Liam Neeson,actors_Matt Damon,actors_Matthew McConaughey,actors_Meryl Streep,actors_Morgan Freeman,actors_Nicolas Cage,actors_Robert De Niro,actors_Robert Downey Jr.,actors_Robin Williams,actors_Scarlett Johansson,actors_Steve Buscemi,actors_Tom Cruise,actors_Tom Hanks,actors_Will Ferrell,genre_,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_Game-Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Reality-TV,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,country_Australia,country_Canada,country_China,country_France,country_Germany,country_Hong Kong,country_India,country_Italy,country_Japan,country_Mexico,country_New Zealand,country_Russia,country_South Korea,country_Spain,country_UK,country_USA,content_rating_Approved,content_rating_G,content_rating_GP,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_TV-14,content_rating_TV-G,content_rating_TV-MA,content_rating_TV-PG,content_rating_TV-Y,content_rating_TV-Y7,content_rating_Unrated,content_rating_X,0
Alex Rider: Operation Stormbreaker ,0,1,66.0,13.0,173.0,15000.0,20201.0,15638.0,3.0,187.0,460.0,823.0,93.0,652526.0,40000000.0,2006.0,5.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01631315
Hackers ,0,1,79.0,34.0,472.0,11000.0,54650.0,13821.0,1.0,223.0,922.0,12000.0,107.0,7564000.0,20000000.0,1995.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3782
The Hunting Party ,0,1,94.0,47.0,2.0,499.0,22010.0,504.0,2.0,90.0,3.0,0.0,101.0,876671.0,25000000.0,2007.0,6.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03506684
The Hudsucker Proxy ,1,0,77.0,0.0,385.0,1000.0,65474.0,2612.0,2.0,211.0,970.0,0.0,111.0,2869369.0,30000000.0,1994.0,7.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09564563333333333
The Warlords ,0,1,106.0,31.0,483.0,5000.0,22897.0,6267.0,2.0,61.0,755.0,0.0,113.0,128978.0,40000000.0,2007.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00322445
Nomad: The Warrior ,0,1,30.0,44.0,533.0,1000.0,3322.0,2115.0,0.0,32.0,580.0,265.0,112.0,77231.0,25000000.0,2005.0,6.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00308924
Snowpiercer ,0,1,488.0,584.0,398.0,11000.0,181472.0,12286.0,5.0,514.0,557.0,58000.0,126.0,4563029.0,39200000.0,2013.0,7.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11640380102040816
A Monster in Paris ,0,1,63.0,10.0,541.0,1000.0,15790.0,3243.0,0.0,40.0,559.0,0.0,90.0,51513656.10272311,25000000.0,2011.0,6.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.060546244108924
The Last Shot ,0,1,42.0,23.0,596.0,2000.0,3789.0,5240.0,10.0,39.0,894.0,89.0,93.0,463730.0,44086188.73595506,2004.0,5.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010518713758120784
The Crow ,0,1,118.0,295.0,380.0,720.0,136580.0,2630.0,0.0,545.0,581.0,15000.0,98.0,50693162.0,23000000.0,1994.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2040505217391306
Baahubali: The Beginning ,0,1,44.0,50.0,72.0,218.0,62756.0,554.0,1.0,410.0,133.0,21000.0,159.0,6498000.0,18026148.0,2015.0,8.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3604763480251022
The Time Traveler's Wife ,0,1,214.0,124.0,100.0,152.0,114925.0,568.0,1.0,234.0,142.0,13000.0,107.0,63411478.0,39000000.0,2009.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6259353333333333
Because I Said So ,0,1,110.0,36.0,433.0,747.0,32412.0,1930.0,1.0,184.0,452.0,0.0,102.0,42640890.0,44086188.73595506,2007.0,5.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9672165188827873
The Fast and the Furious ,0,1,187.0,357.0,4000.0,23000.0,272227.0,45327.0,2.0,988.0,14000.0,14000.0,106.0,144512310.0,38000000.0,2001.0,6.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8029555263157895
Frankenweenie ,1,0,370.0,13000.0,787.0,940.0,73886.0,4774.0,0.0,165.0,925.0,25000.0,87.0,35287788.0,39000000.0,2012.0,7.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9048150769230769
Serenity ,0,1,276.0,0.0,279.0,2000.0,242599.0,2853.0,0.0,1594.0,505.0,14000.0,119.0,25335935.0,40000000.0,2005.0,8.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.633398375
Against the Ropes ,0,1,76.0,534.0,511.0,865.0,5917.0,2972.0,2.0,50.0,534.0,177.0,110.0,5881504.0,39000000.0,2004.0,5.3,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15080779487179488
Superman III ,0,1,95.0,44.0,420.0,593.0,49934.0,2329.0,1.0,224.0,542.0,0.0,125.0,60000000.0,39000000.0,1983.0,4.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5384615384615385
Grudge Match ,0,1,211.0,88.0,785.0,22000.0,46480.0,36009.0,1.0,115.0,13000.0,12000.0,113.0,29802761.0,40000000.0,2013.0,6.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.745069025
Red Cliff ,0,1,160.0,610.0,478.0,755.0,36894.0,2172.0,4.0,105.0,643.0,0.0,150.0,626809.0,553632000.0,2008.0,7.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0011321762470377435
Sweet Home Alabama ,0,1,97.0,72.0,559.0,982.0,83786.0,4251.0,1.0,392.0,935.0,0.0,108.0,127214072.0,38000000.0,2002.0,6.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.347738736842105
The Ugly Truth ,0,1,174.0,126.0,954.0,18000.0,163665.0,22436.0,2.0,169.0,957.0,9000.0,96.0,88915214.0,38000000.0,2009.0,6.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.339874052631579
Sgt. Bilko ,0,1,23.0,36.0,275.0,592.0,17810.0,2176.0,2.0,73.0,516.0,478.0,93.0,30400000.0,39000000.0,1996.0,5.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7794871794871795
Spy Kids 2: Island of Lost Dreams ,0,1,103.0,0.0,1000.0,12000.0,44885.0,18291.0,1.0,107.0,2000.0,478.0,100.0,85570368.0,38000000.0,2002.0,5.1,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.251851789473684
Star Trek: Generations ,0,1,98.0,18.0,906.0,1000.0,60504.0,6427.0,0.0,249.0,946.0,0.0,118.0,75668868.0,35000000.0,1994.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.161967657142857
The Grandmaster ,0,1,273.0,0.0,7.0,643.0,24557.0,943.0,1.0,111.0,290.0,13000.0,122.0,6594136.0,38600000.0,2013.0,6.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17083253886010363
Water for Elephants ,0,1,279.0,508.0,1000.0,21000.0,95367.0,36062.0,1.0,260.0,11000.0,33000.0,120.0,58700247.0,38000000.0,2011.0,6.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5447433421052632
3rd Rock from the Sun             ,0,1,22.0,0.0,501.0,23000.0,38383.0,25160.0,4.0,86.0,967.0,0.0,60.0,51513656.10272311,44086188.73595506,2002.7089000238607,7.8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1684760597304815
Dragon Nest: Warriors' Dawn ,0,1,4.0,0.0,46.0,76.0,2169.0,196.0,0.0,18.0,47.0,0.0,88.0,51513656.10272311,40000000.0,2014.0,6.4,2.208111192037066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2878414025680778
The Hurricane ,1,0,65.0,278.0,494.0,18000.0,76016.0,20516.0,0.0,265.0,584.0,0.0,146.0,50668906.0,38000000.0,1999.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3333922631578947
Enough ,0,1,98.0,150.0,789.0,970.0,30667.0,3770.0,1.0,234.0,919.0,0.0,115.0,39177215.0,38000000.0,2002.0,5.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.030979342105263
Heartbreakers ,0,1,116.0,7.0,692.0,931.0,44168.0,2912.0,3.0,216.0,754.0,989.0,123.0,40334024.0,35000000.0,2001.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1524006857142857
Paul Blart: Mall Cop 2 ,0,1,76.0,99.0,377.0,598.0,23473.0,3552.0,1.0,123.0,557.0,8000.0,94.0,71038190.0,30000000.0,2015.0,4.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3679396666666666
Angel Eyes ,0,1,106.0,43.0,280.0,308.0,19686.0,1440.0,0.0,180.0,285.0,689.0,102.0,24044532.0,38000000.0,2001.0,5.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6327508421052631
Joe Somebody ,0,1,55.0,11.0,466.0,854.0,8433.0,2765.0,1.0,85.0,543.0,168.0,98.0,22770864.0,38000000.0,2001.0,5.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5992332631578947
The Ninth Gate ,0,1,172.0,2000.0,541.0,40000.0,137722.0,42344.0,1.0,638.0,903.0,0.0,133.0,18653746.0,38000000.0,1999.0,6.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.490888052631579
Extreme Measures ,0,1,47.0,150.0,182.0,24000.0,14066.0,24547.0,0.0,75.0,210.0,352.0,118.0,17305211.0,38000000.0,1996.0,6.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4554002894736842
Rock Star ,0,1,107.0,65.0,108.0,628.0,34592.0,1265.0,0.0,191.0,316.0,0.0,105.0,16991902.0,57000000.0,2001.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2981035438596491
White Squall ,0,1,37.0,0.0,982.0,12000.0,17859.0,16237.0,4.0,89.0,1000.0,911.0,129.0,10300000.0,38000000.0,1996.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2710526315789474
The Thing ,0,1,297.0,0.0,145.0,957.0,258078.0,1757.0,0.0,911.0,163.0,23000.0,109.0,13782838.0,15000000.0,1982.0,8.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9188558666666666
Riddick ,0,1,302.0,123.0,904.0,14000.0,125305.0,17551.0,0.0,343.0,924.0,39000.0,127.0,41997790.0,38000000.0,2013.0,6.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.105205
